product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,Light weight earbuds compact size which is really amazing bass quality  balanced  battery backup is good for my uae in daily life,Sangrur,Today,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Worth the money,Product is just good you can go for it. I have not checked call quality another wise you can go for it. Call quality after I will give review.Definitely please dont go for boult omega.,Godda,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Best in the market!,This product is awesome in this range it is very light in weight design also good base and sound quality is also good. Good product in this range as compared to other. I am happy with this product 😊 thanks Boult.,Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Nice product,Nice ✨,Khordha,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific,"Very good earbuds, they never disconnect from Bluetooth unless I shut off manually instead of just putting it in its case. Stays on til it dies or I shut it off. Sound is also very very good .",Gwalior,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Highly recommended,Good,Amroha,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Awesome,"The sound quality is very good, the bass is superb . I absolutely love these earbuds . Battery backup is also good . And their modes can give best feel . Overall very good product quality and sound at this price.",Kanpur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,One of the Best brand for audio segment. Decent quality and looks awesome. Calling also very good,Birlapur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific purchase,Super qelity nice product,West Godavari District,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,Good product,Neyyattinkara,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,"Impressive and totally valued for money product. Rich bass level, Noise cancellation, Water resistant and comes with type C fast charging. Good playtime for game and music mode also. Loved it.",Shahjahanpur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",1,Not recommended at all,Not Good,Manesar,1 day ago,0,1
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Highly recommended,"Marvellous Sound and bass level. Surprised with these Earbuds quality. Good battery life, water resistant and many modes to change sound quality.",Shahjahanpur District,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Wonderful,Earbuds with awesome sound quality. Nice noise cancelllation with crystal clear sound quality on call and Music.,Shahjahanpur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Best in the market!,Amazing productAmazing earbuds Nyc product this price,Hathras,1 day ago,3,1
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,Premium quality earbuds. I am impressed with its sound quality. Its best in market comparison to other available options.,Shahjahanpur District,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,It is very good quality airdropa and value for money product Very good sound quality n good fit n very much comfortable,Anand,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,Super bass with awesome build quality. Quad mic works great and sound is also good.,Noida,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Worth every penny,"The sound quality is just fantastic, the bass is just superb at this price range .  I absolutely love these earbuds . Battery backup is also good . Overall excellent experience.",Kanpur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Super!,Good product,Marandahalli,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific purchase,"Sound Quality and Bass is awesome touch controls also worked well, overall these are very good budget earpods.",Patna,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Worth every penny,"Awesome product, amazing sound quality, we just loved this earbuds and battery back up also very good.......",Dharwad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,"It offers a very good experience at this price point. The build quality of the case is amazing, and also can't ignore its design. It's wonderful.",Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,I am amazed by the sound quality it offers. It has a very rich sound. Feels so comfortable to my ears. Loved these a lot.,Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,"It has perfect fitting, feels comfortable to my ears. Easy to connect via bluetooth, has a good connectivity. Quality of the earbuds is amazing.",Ghaziabad,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,"I was super excited to get this product because it's Made in India Wireless Bluetooth Duopods.First of all, let me tell you this is an amazing product with exceptional bass output.Starting from the beautiful design and built quality. It is just up to the mark and never gives you the feeling that you are using ear pods at such a less price.Sound quality is really good with really good noise cancellation at this price.BOULT has been really giving awesome products day by day for Indian m...",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Mind-blowing purchase,"Nice product sounds was so good and very clear, very comfortable to wear and listen...... Simply wow go for it.....",Dharwad,1 day ago,0,1
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Perfect product!,Good products,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Good choice,Quite Good product with premium design concepts.,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,This earbuds having decent bass  with massive battery which gives totally 40hour playtime on a single charge which is best in this price range .,Khordha District,1 day ago,1,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",2,Expected a better product,Waste,Thiruvarur District,1 day ago,0,1
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,Sound quality is too goodnoise cancellation goodbass is goodBattery backup nice,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,Awesome product. Sound quality is very good. Looks very cool. Nice stylish product. Product is very good for this price range. Overall awesome quality product.,Bilaspur Rampur District,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Highly recommended,Premium quality buds. Stylish new design very attractive . Long time using Very comfortable battery backup  awesome . Overall best buds in this price,Kshidirpur,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Mind-blowing purchase,First time using boult productFully impressed with the qualityClean and deep sound quality I'm so happy getting this product,Nadia District,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,U cant find an alternative for this pods in this range. It looks more attractive than other pods. Superb product. You gonna love this product,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,"The buds are unique in design and look cool. The sound quality is nice with all the different sound modes. For gaming use, very good sound with minimum lag. Must try.",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,"Amazing Airdopes, good sound quality and bass.Airdopes design is also attractive.",Gurugram,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,Sound quality is very good also touch work very sensitive.... best quality in this range,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Perfect product!,Good products,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Good choice,Quite Good product with premium design concepts.,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Brilliant,Wireless works great charge comes many hours comfortable no itching no irritating sound clarity is best,Bangalore,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Excellent,"Master piece! Boult introduce a master piece. Combination of everything long lasting battery, good vocal, terrific bass.",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,U cant find an alternative for this pods in this range. It looks more attractive than other pods. Superb product. You gonna love this product,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,Superb pods with unique design. The look of case is also much attractive than other cases.Best product in this range.,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Mind-blowing purchase,One of the best product of boult. Affordable prices must suggest to buy this,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Wonderful,Amazing bass Terrific sound long lasting battery unique design Value for money,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Great product,"Amazing Airdopes, good sound quality and bass.Airdopes design is also attractive.",Gurugram,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Highly recommended,"Today I received a boult The airbed sound quality is amazing, in this price range fantastic products,2",New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Awesome,Product is really very good and totally worth buying it . I am going to order one more for my sister. Highly recommended by my side. Sound quality is terrific and long lasting as well.,Howrah,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Fabulous!,very nice super qualityamazing noise cancellation,Bahadurgarh,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,Nyc a product is very good,Kolkata,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Wonderful,Good product,Bengaluru,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific purchase,Amazing sound 😍 generally happy,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",4,Value-for-money,Good sound quality with impressive bass. Love to listen music on this earbuds. And also awesome design and build quality. Thanks 👍 to Boult and Flipkart.,New Delhi,1 day ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,Fantastic product ever and fabulous product 🙂,North West Delhi,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,Excellent product Nice Bass thank u flipkart,Bangarapet,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Classy product,"Excellent sound quality, it's looks very premium and fitting perfectly in ears and long battery backup and overall satisfying with this Boult earbudds",Gauribidanur,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Awesome,This earbuds are pretty good in sound and also the design of is soo comfortable.The noise cancellation and bass is top notch and sound quality is too good .battery backup was awesome .value for money .,South West Delhi,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Terrific purchase,I really liked my Boult Airbass X50. The sound quality is amazing with excellent high medium and low. The bass is also good. When you start listening to music or movie you fall in love with your earbuds.It has 4 mics and good noise cancelling which helps to take call even in noisy places. The design is also fancy and battery backup with the use of case just make it amazing. Boult provided two additional ear tips so that we can change it according to our comfort.It's made in India. So feel...,Ghaziabad,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Awesome,Very super Airbass  music and sound good,Ghaziabad,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,"Best product you can buy in this range. Sound quality is good, design is fabulous.",Gurgaon,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Just wow!,Sound quality is good with effective bass.Both buds are well fitted.Charging is fine.Overall Good purchase,Gurugram,2 days ago,0,0
ACCGJHCDF45AFUYY,"Boult Audio Audio Airbass X50 with Quad Mic ENC, 40H Playtime with Gaming Mode On Bluetooth Headset",5,Simply awesome,"Light weight, noise cancellation is good.. bass is ok.. overall it's a good product.. no pain in ear even after using it for hours and you will forget you had ear buds in your years",New Delhi,2 days ago,0,0
